ClavedeFonograma,Titulo,Subtítulo,Intérprete principal,Intérpretes Invitados,Intérprete articipante,Soporte físico,Editora,Número de catálogo,Ciudad de Edición,País de Edición,Año,Pistas,Observaciones
1605,El burrito de Belén,La rondallita,La rondallita,,,LP,Eco Perless,ECO-2578-1,,México,1975,"Lado A: 1. El burrito de Belén (H. Blanco), 2. Andinito (H. Blanco), 3. Cuando vaya a Margarita (H. Blanco), 4. Abuelita (H. Blanco), 5. A la Colonia Tovar (H. Blanco); Lado B: 1. Estampa campesina (H. Blanco), 2. La caracola (H. Blanco), 3. Tin Din (H. Blanco), 4. La estrellita (H. Blanco), 5. Anoche caminé (H. Blanco)",
1606,Juanito Farías,,Juanito Farías,,,LP,Musart,T-10912,,México,s/d,"Lado A: 1. Caballo de palo (O. Alfaro), 2. Jugador, jugador (A. Jean - B. Herrera), 3. Mi amigo (J. Rodríguez - S. Gómez), 4. ¿Qué es el amor? (J. C. Abara), 5. Amor de escuela (O. Alfaro); Lado B: 1. El visitante (R. Chávez R.), 2. Soñé, soñé (O. Alfaro), 3. Madre querida (MAS), 4. El sueño de Juanito (G. A. Santiago), 5. Canta pajarillo (J. Santos)",Arreglos: Chucho Ferrer. Dirección: Mario Tovar y Sagredo.
1607,Yeni la voz infantil,,Yeni,,"Mariachi ""Oro y Plata"" de Pepe Chávez, Chelo (vz)",LP,Trébol Musart,T-10761,,México,s/d,"Lado A: 1. Yo soy la de la mochila azul (B. Bermúdez), 2. Don din don (R. Rojas Ch.), 3. Tristes vacaciones (J. Navarrete - G. A. Santiago), 4. A la orilla de un palmar (M. M. Ponce), 5. Vuela, vuela palomita (L. Barcelata); Lado B: 1. La texanita (R. Buendía), 2. Oye mamita (H. Aguilar), 3. Soy huerfanita (G. Parra), 4. Trista y sola (C. Pérez R.), 5. Como extraño a mi mamá (T. Paiz)",Arreglos: Gustavo Santiago y Salomón Jiménez S. Dirección: Jorge Navarrete.
1608,Rodrigo Torres,,Rodrigo Torres,,"Mariachi Oro de México, Conjunto Los caporales del norte",LP,Discos Alondra,AL 001,,México,s/d,"Lado A: 1. Pollito cantador (J. del Roble), 2. Yerno modelo (J. del Roble), 3. Amor en oferta (J. del Roble), 4. Mi vecinita (J. del Roble), 5. La rosa y el rey (J. del Roble); Lado B: 1. Canta y no llores (J. del Roble), 2. Dilema de niño (J. del Roble), 3. Amor puro y sano (J. del Roble), 4. Yerba y sangre (J. del Roble), 5. La mujer de los hilos de plata (J. del Roble)",
1609,El Payasito,Cantos y juegos para el Jardín de niños,Celia Garduño Díaz Chávez,,,LP,Discos Jardín,JLP-2006,,México,s/d,"Lado A: 1. Ritmo... piecitos alegres (C. Calderón C.), 2. Ritmo... siseando (C. Calderón C.), 3. La margarita (R. Zapata - M. M. Ponce), 4. Ya llueve ya llueve, 5. El granizo (L. López O.), 6. Tres caracoles, 7. Caracoles (A. Orozco), 8. Las nubes (R. Zapata - P. Peláez), 9. El pececito (R. Zapata), 10. La mosca, 11. Las hormiguitas (A. Martínez - A. G. de Meza), 12. Marzo (L. M. Serradell - C. Calderón C.); Lado B: 1. Lo que dice el sol (L. M. Serradell - C. Calderón C.), 2. Abril (L. M. Serradell - C. Calderón C.), 3. Familia (L. M. Serradell - C. Calderón C.), 4. Julio (L. M. Serradell), 5. Agosto (L. M. Serradell - C. Calderón C.), 6. Gotitas de agua (L. M. Serradell - C. Calderón C.), 7. La barquita (C. Calderón), 8. Barcarola (L. M. Serradell - C. Calderón C.), 9. Patitos (L. M. Serradell), 10. El payasito (L. M. Serradell - C. Calderón C.), 11. Maquinita de carbón, 12. Padre querido (J. P. de Montalvo), 13. Rondas tradicionales infantiles: 
a) Juan Pirulero
b) El lobo",Incluye un cuadernillo con las letras de las canciones.
1610,Popitos,La canción de E.T. el extraterrestre,Popitos,,,LP,Musart,EDI 60726,,México,1983,"Lado A: 1. La canción de E.T. -El extraterrestre- (C. Moncada - F. Lapardi), 2. Colores (M. Gastaldo), 3. A tu aire, Sr. Viento (R. Selles - G. Kroy), 4. La pipa de papá (A. Carvajal - L. Price - A. Zehenas), 5. La canción de E. T. (reprise) - El extraterrestre- (C. Moncada - F. Lapardi); Lado B: 1. Mi fiesta será así (A. Carvajal - L. Price - A. Zehenas), 2. Tartamudeo (C. Moncada), 3. Comecocos (M. de la Calva - R. Arcusa), 4. Mi amigo Pom (C. de Natale - Guido - M. de Angelis), 5. Los animalitos (P. Moraleda - A. Zehenas - L. Price)",
1611,Baby Disco,,,,"Ernesto Baquero (gt), Ma. Elena Muelas (cr), Mercedes Doreste (cr), Conchi Arévalo (cr), Ruth del Castillo (cr), Lisa del Castillo (cr), Elsa Pinilla (cr)",LP,EMI - Capitol,SELMN-1493,,México,1987,"Lado A: 1. La bamba (Tradicional), 2. Quién es esa chica (Who's that Girl) (Madonna - Patrick L.), 3. Solo contigo -Contigo o sin ti- (With Or Without You) (U2 - Adapt. P. Pinilla), 4. Viviendo en una oración (Livin' on a Prayer) (Bon Jovi - R. Sambora - D. Child - Adapt. P. Pinilla), 5. Malo (Bad) (M. Jackson); Lado B: 1. Tímido (P. Pinilla - L. C. Esteban), 2. Caminando como egipcio (Walk Like an Egyptian) (L. Sternberg - Adapt. P. Pinilla), 3. Toda la vida (Tutta la vitta) (L. Dalla), 4. Besos de ceniza (Riba - Campos), 5. Ay qué pesado (I. Cano)","Realización, producción y adaptaciones: Pablo Pinilla. Productor ejecutivo: Miguel Blasco."
1612,Grupo Rarix,,Grupo Rarix,,,LP,MELODY,MEL 250,,México,s/d,"Lado A: 1. Rarix Triki (P. Toscano), 2. Instrumentos mágicos (Rany), 3. Jugar, jugar (Rany - Laduart), 4. El muñeco Paki Kuki (Laduart); Lado B: 1. Aprendiendo (Ruzty), 2. Todos a girar (Ryko), 3. Cantando yo lo sé (Rany - Jurama), 4. Miniopus: yo estoy muy loco (Rany), 5. No me quiero casar (Laduart)",
1613,El mundo y los amigos de El duende Bubulín,,El duende Bubulín,,"Los ositos (cr),  Los Klainer (cr)",LP,RCA CAMDEN,CAMS-901,,México,1977,"Lado 1: 1. El duende Bubulín (Introducción) (Juan Carlos), 2. Vamos de paseo (Juan Carlos), 3. Papo el zapato (Juan Carlos), 4. Mi barquito de papel (Juan Carlos), 5. No seas flojo (Juan Carlos); Lado 2: 1. Nicasio el payaso (Juan Carlos), 2. Yeyo el camello (Juan Carlos), 3. Tita la perlita (Juan Carlos), 4. La locomotora (Juan Carlos), 5. El duende Bubulín (despedida) (Juan Carlos)",Todas las canciones de Juan Carlos (El duende Bubulín). Arreglos y dirección: Chucho Ferrer.
1614,Sonora Santanera,,Sonora Santanera,,,LP,CBS,DCS-878,,México,1979,"Lado A: 1. Negrita Cucurumbé (F. Gabilondo S.), 2. Sueño infantil (H. Aguilar), 3. La Caperucita (A. Legui), 4. Voy a soñar (H. Aguilar), 5. Un cuento (H. Aguilar); Lado B: 1. Pequeño (T. Méndez), 2. Cucarachita cha cha cha (J. Angulo G.), 3. El tamborcito de pirulí (A. Alcalá), 4. Muñeca de paja (R. Reyna), 5. Musita (C. Colorado)",Dirección artística: Federico Méndez. Arreglos y Dirección: Carlos Colorado.
1615,Carrusel infantil,,"Bartolo, Rondalla Chapultepec",,"Paloma Rodríguez (ad), Pablo Lezama (ad), Josefina Galindo (ad), Rosita González (pd), Guillermina Vázquez (pd), Lili Rodríguez (pd), Juan González (mn),  Lilia Lezama (gt), Seberiano Galindo (gt), Elizabeth Manny (gt), José Yáñez (gt), Manuel Vázquez (gt)",LP,Discos Chapultepec,"CH-3-003, CHE-10008, CHE-10009, CH-1-5003",,México,1978,"LP 1 Lado A: 1. Pinocho; Lado B: 2. El Mago de Oz; LP 2 Lado A: 1. Chistes blancos, 2. Maña mañ (U. Kleiff); Lado B: 1. Chistes blancos, 2. Maña maña (U. Kleiff); LP 3 Lado A: 1. A la víbora de la mar, 2. La muñeca, 3. Milano, 4. Amoato, 5. El pescadito; Lado B: 1. Juan Pirulero, 2. Los perritos, 3. Pinpon, 4. El barquito, 5. El lobo",Álbum de tres discos. Disco 1: Cuentos Infantiles. Disco 2: Bartolo solo para niños. Disco 3: Rondas infantiles. Director artístico: E. Obregón.
1616,"Rondas, cuentos, oraciones y canciones para niños",,,,,LP,Discos Guitarra,ATR-30026,,México,1979,"LP 1 Lado A: 1. Pulgarcito (Adapt. J. I. Cuadrado), 2. Blanca Nieves y los 7 enanitos (Adapt. J. I. Cuadrado); Lado B: 1. La Cenicienta (Adapt. J. I. Cuadrado), 2. Pinocho (Adapt. J. I. Cuadrado), 3. El libro de la selva (Adapt. J. I. Cuadrado); LP 2 Lado A: 1. Dime abuelito (de Heidi) (E. Kishida - T. Watanabe - C. Amart), 2. Vamos a la cama (A. Areta - M. Baratas - M.Rebollo / S. Moro), 3. La alegre calabaza (A. Waiztman), 4. Susanita (R. Pérez B.), 5. Oye (de Heidi) (E. Kishida - T. Watanabe - C. Amart), 6. Un globo, dos globos, tres globos (J. Sola); Lado B: 1. Amo ato (Popular), 2. El patio de mi casa (Popular), 3. Tengo una muñeca (Popular), 4. El cocherito Lere (Popular), 5. Dónde están las llaves (Popular), 6. Mambrú se fue a la guerra (Popular), 7. Una tarde fresquita de mayo estaba una pastora; LP 3 Lado A: 1. La bella durmiente (C. del Genil - L. Marsan), 2. Caperucita Roja (Adapt. J. I. Cuadrado); Lado B: 1. Presentación del hada Alegría y Porrito el payaso -La señal de la cruz-El Ave María-El Padre Nuestro-El Gloria la salve-El Credo-Señor mío Jesucristo-Yo pecador-Oraciones para antes y después de comulgar-Bendita sea tu pureza-Oración al ángel de la guarda-Jesusito de mi vida",Álbum de tres discos. Tiene el mismo contenido que el fonograma 1655.
1648,Fiesta para sus niños,,Nicky Santini,,"Sergio Pérez Jr. (or), José Luis Robles (bj), Ignacio Solís (gt), Fidel Hazar (bt),Garda y Berenice (cr)",LP,Fonomex,DS-807,,México,1977,"Lado A: 1. Un día con mamá (M. Morales), 2. Tomás (Laudermilk - Valdez), 3. Feliz cumpleaños (N. Santini), 4. El mundo es una bola (A. Lozano), 5. La Ramona (L. Postigo); Lado B: 1. La vecindad del Chavo (R. Gómez B.), 2. Óyelo, escúchalo (R. Gómez B.), 3. Peluchín (A. Lozano), 4. No llores Quico (Ma. L. Romero - Ch. Correa), 5. El Chapulín Colorado (R. Gómez B.)",Dirección artística: José Luis Robles.
1649,Encuentro,La música de Paco Chanona con la poesía de Jaime Sabines. Vol. 1,Paco Chanona y Orquesta,,"Ray Balbuena (pn), Memo Espinosa (tp), Pepe Domínguez (tp), Jesús Aguirre (tb), Rodolfo Sánchez Vega (sxb), Miguel Peña (gte), Rodolfo Quiroz (gt), Víctor Ruiz Pasos (bje), Alex Cerezo (bt), Luis Ravelo (vl), Gorgonio Cortez (vl), Francisco Nava (vl)",LP,CCD Discos,LP-CD-01,,México,s/d,"Lado A: 1. No quiero paz, no hay paz (J. Sabines - P. Chanona), 2. La niña toca el piano (J. Sabines - P. Chanona), 3. La música de Bach mueve cortinas (J. Sabines - P. Chanona), 4. En la orilla del aire (J. Sabines - P. Chanona), 5. Duérmete mi niño (J. Sabines - P. Chanona), 6. Pequeña del amor (J. Sabines - P. Chanona); Lado B: 1. Apenas mayordomo de mis penas (J. Sabines - P. Chanona), 2. Horal (J. Sabines - P. Chanona), 3. La cojita está embarazada (J. Sabines - P. Chanona), 4. Niña muerte (J. Sabines - P. Chanona), 5. Del mito, 6. Quiero apoyar mi cabeza en tus manos, Señor","Arreglos: Ángel Jalili y Paco Chanona. Producción general: Paco Chanona. Solo las pistas LA 2,  4 y LB 4 están dedicadas a los niños."
1655,"Rondas, cuentos, oraciones y canciones para niños",,,,,LP,Mediterráneo,ATR-30026,,México,s/d,"LP 1 Lado A: 1. Pulgarcito (Adapt. J. I. Cuadrado), 2. Blanca Nieves y los 7 enanitos (Adapt. J. I. Cuadrado); Lado B: 1. La Cenicienta (Adapt. J. I. Cuadrado), 2. Pinocho (Adapt. J. I. Cuadrado), 3. El libro de la selva (Adapt. J. I. Cuadrado); LP 2 Lado A: 1. Dime abuelito (de Heidi) (E. Kishida - T. Watanabe - C. Amart), 2. Vamos a la cama (A. Areta - M. Baratas - M.Rebollo / S. Moro), 3. La alegre calabaza (A. Waiztman), 4. Susanita (R. Pérez B.), 5. Oye (de Heidi) (E. Kishida - T. Watanabe - C. Amart), 6. Un globo, dos globos, tres globos (J. Sola); Lado B: 1. Amo ato (Popular), 2. El patio de mi casa (Popular), 3. Tengo una muñeca (Popular), 4. El cocherito Lere (Popular), 5. Dónde están las llaves (Popular), 6. Mambrú se fue a la guerra (Popular), 7. Una tarde fresquita de mayo estaba una pastora; LP 3 Lado A: 1. La bella durmiente (C. del Genil - L. Marsan), 2. Caperucita Roja (Adapt. J. I. Cuadrado); Lado B: 1. Presentación del hada Alegría y Porrito el payaso -La señal de la cruz-El Ave María-El Padre Nuestro-El Gloria la salve-El Credo-Señor mío Jesucristo-Yo pecador-Oraciones para antes y después de comulgar-Bendita sea tu pureza-Oración al ángel de la guarda-Jesusito de mi vida","Álbum de tres discos, solo se cuenta con dos: el primero y el segundo. Tiene el mismo contenido que el fonograma 1616."
1656,Regaliz,,Regaliz,,,LP,Discos Belter - Musart,EDI 60714,,México,1982,"Lado A: 1. Veo, veo (E. Rodrigo), 2. Vaya mentira (E. Aragón B. ""Miliki"" - A. Aragón A. ""Milikito""), 3. Yo quiero reír / Yo quiero jugar (C. Moncada - O. Rubio - F. Lapardi), 4. Do re mi (P. Moraleda), 5. El ratón vaquero (F. Gabilondo S.); Lado B: 1. Tiro, liro (Popular - C. Toro - M. Gas), 2. El baile del pingüino (D. A. R.), 3. Qué bonito mundo (C. Moncada - O. Rubio - C. Villa - F. Lapardi), 4. Nuestra fiesta (R. Girado), 5. El trenecito (G. Rincón - V. Rincón)",
1657,Duérmete mi niño,El pollito y la rosa,Milissa Sierra,,,LP,Harmony - Columbia,HL 8311,,México,1966,"Lado 1: 1. El niño y el chorrito, 2. Florecita, 3. El columpio, 4. El niño y el árbol, 5. Papá y mamá, 6. Todas las letras me sé, 7. Duérmete mi niño, 8. A la ro ro niño; Lado 2: 1. El pollito y la rosa (cuento musical)",Producción y dirección: Milissa Sierra. En contraportada se incluyen las letras de las canciones. En marbete tiene una pista en cada lado. El contenido aparece en la contraportada.
1658,Sandra y Mónica,,Sandra y Mónica,,La  alegre pandilla (cr),LP,ORFEÓN,LP-16H-5333,,México,1982,"Lado A: 1. Mi orquesta (Nazareno), 2. Son cinco las vocales (A. Correa), 3. Canta, canta, canta niño (N. Gurvich), 4. El conejito travieso (A. Correa), 5. Juan Gorrión (N. Gurvich); Lado B: 1. Se necesita mucho amor (Tartufo), 2. Los pollitos (A. Correa), 3. Que venga la madrina (J. Hernández), 4. Será como mamá y papá (N. Gurvich), 5. Din-don-dan, feliz Navidad (A. Correa)",Dirección artística: Alejandro Correa. Producción: Victorino Linares.
1659,Tita la abuelita,,Tita la abuelita,,"Grupo Pin Pon, Patricia Pérez Ferrat (cr), Jimena Ferreira (cr), Laura Pérez Ferrat (cr), Dorio Ferreira, Jr. (cr)",LP,Audioacústica,AELP004,,México,1983,"Lado A: 1. El jazz de los abuelos (M. O. de Barrientos), 2. Pin pon (M. O. de Barrientos), 3. Mamá compréndeme (M. O. de Barrientos), 4. Para perdurar (M. O. de Barrientos), 5. Vida sana (M. O. de Barrientos), 6. Niño enfermo (M. O. de Barrientos), 7. Juega con tu yoyo (M. O. de Barrientos); Lado B: 1. El caballito (M. O. de Barrientos), 2. El día de la madre (M. O. de Barrientos), 3. Adiós al colegio (M. O. de Barrientos), 4. Regreso de vacaciones (M. O. de Barrientos), 5. Ya puedo ser grande (M. O. de Barrientos), 6. Cuida el agua (M. O. de Barrientos), 7. Himno al maestro (M. O. de Barrientos)",Producción y arreglos: Raúl Garduño. En portada interior se incluyen las letras de las canciones.
1660,Nuevas canciones infantiles,Alegría para los niños con Paquín,Paquín,,,LP,Discos Ola,OLP 5055,,México,s/d,"Lado 1: 1. Niño ríe (A. Mejía), 2. Orquesta de payasos (Rafaela), 3. 1, 2 y 3 (A. Mejía), 4. El jarabito (Rafaela), 5. Mi madre es amiga (L. Méndez); Lado 2: 1. Las operaciones (Paquín), 2. El cochecito (L. Méndez), 3. La vida en broma, 4. Yo quiero ser mago (Rafaela), 5. Cumbia de aplausos (Rafaela)",
1661,Canciones Infantiles,,Chav´s y sus coros,,,LP,Cladrijo,CAJR-7735,,México,s/d,"Lado A: 1. Mambrú (D. P.), 2. En el agua clara (D. P.), 3. Las vocales (D. P.), 4. Los diez perritos (D. P.), 5. Los pollitos (D. P.); Lado B: 1. Duérmete mi niño (D. P.), 2. Cuánto me das marinero (D. P.), 3. Los elefantes (D. P.), 4. La rana (D. P.), 5. La pájara pinta (D. P.)","Producción y dirección: Adolfo Tapia Moreno.
Tiene el mismo contenido que el fonograma 1256."
1662,"Si bailas, si cantas",,Pingüicas,,,,"Ariola - Bertelsmann de México, S. A.",LAN-433,,México,1982,"Lado A: 1. No somos cocodrilos (S. Distel / A. R. García), 2. Si bailas, si cantas (R. Mochulske / Salako), 3. La tele (S. Rivas / R. Mochulske), 4. Mi compañero de banca (S. Rivas / R. Mochulske), 5. Noa-Noa (Juan Gabriel); Lado B: 1. Sausalito (L. M. Boom / R. Vunderik / Versión en español J. Garardo), 2. Sola (Out here on my own) (L. y M. Gore / Versión en español S. Rivas), 3. Canción a mi perrito (S. Rivas / R. Mochulske),  4. Ma, mamita, mamá (S. Rivas / R. Mochulske), 5. Nosotros los chicos (S. Rivas / R. Mochulske)",Dirección: Eduardo Toral. Dirección artística: Richard Mochulske.
1663,Temas de Cepillín,,Cepillín,,,LP,Orfeón,20H-5422,,México,1990,"Lado A: 1. La escalita de las notas (R. Mochulske / R. González / A. Concepción / P. Rosino), 2. Será como mamá y papá (N. Gurich), 3. Mi amiguito habla inglés (R. Mochulske / R. González), 4. Estas botas son para caminar (L. Hazelwood), 5. Un mundo de niños (R. Mochulske / R. González); Lado B: 1. Los tennis (R. J. Escamilla), 2. A guardar, a ordenar (R. Mochulske / R. González), 3. Concurso de baile (J. Pinilla), 4. El pastel (R. Mochulske / R. González / A. Concepción / P. Rosino), 5. Garabatos (J. Pardo)",
1664,Vamos a cantar,Las 10 canciones infantiles más favoritas de todos los tiempos,Coro de niños de Disneylandia,,,LP,Discos Disneylandia,WDM-20.025,,México,1981,"Lado 1: 1. Mambrú (Popular), 2. Mosaico infantil, Vamos a cantar, El barquito, El burrito, Sol solecito, Pinocho, Dominique, Miringa Mironga, 3. Ambos a dos (Popular), 4. Naranja dulce (Popular), 5. A la víbora (Popular); Lado 2: 1. Amigos (Popular), 2. Campesinita azul (R. Vázquez - B. Cuadros), 3. Doña Ana (Popular), 4. El cojo (Popular), 5. Arroz con leche (Popular)",Producido por José Silva.
1665,Canciones Infantiles,,Luz Bermejo,,Orquesta Calesita dirigida por B. Noriega,LP,Eco - Peerless,ECO 22,,México,s/d,"Lado A: 1. El perrito comilón, 2. El chanchito cuchi cuchi, 3. Don Juan tiene una casa, 4. La canción de la risa, 5. Sobre el puente de Aviñón, 6. Yo no soy buena moza, 7. Mi relojito de juguete, 8. Vecina, vecina mía, 9. Arroz con leche, 10. Solita y sola; Lado B: 1. Tengo una muñeca vestida de azul, 2. ¡Que llueva!, 3. Aserrín, aserrán, 4. La farolera tropezó, 5. La Cenicienta, 6. ¿Quién tiene miedo al lobo feroz?, 7. Marcelino pan y vino, 8. El alegre silbador, 9. Pinocho, 10. El ferroviario","En portada aparece: ""Una grabación Calesita""."
1666,El canto de la cigarra,,Onelio Jorge Cardoso y Teatro Taller Tecolote,,,LP,Centro Cultural Tecolote-UNAM,CCT890011,,México,1989,"Lado A: 1. Canción del trabajo (S. Rodríguez - A. Guía), 2. El escarabajo (S. Rodríguez - A. Guía), 3. La primavera (S. Rodríguez - A. Guía); Lado B: 1. Los que cambien el futuro (S. Rodríguez - A. Guía), 2. Canción para dormir al sapo (S. Rodríguez - A. Guía), 3. La fiesta (S. Rodríguez - A. Guía)",Producción: Centro Cultural Tecolote-UNAM. Otros créditos en contraportada. Incluye letras de las canciones en hoja interior.
1667,Los tres ratoncitos,,Los tres ratoncitos,,"Rafael Acosta Cordova (bt), Pepe Rodríguez (gt), Raúl Elizalde (tc), Javier Flores ""Zoa"" (bj), Ángel Martínez ""Cucaracho"" (pc), Pedro Encinas (sx),",LP,Musart -Trébol,T-10793,,México,1979,"Lado A: 1. ¿Dónde está Santa Claus? (P. Greiner - Scheck - R. Acosta C.), 2. ¿Sabe alguien dónde está el gato? (J. Rapasso - R. Acosta C.), 3. Pancho López (T. Blackerbun - G. Burns); Lado B: 1. Rockin´Robin (J. Thomas - B. Day - R. Acosta C.), 2. Popurrí navideño
Campanitas de Navidad, Paseo en trineo, Rodolfo el nariz roja, Blanca Navidad, Noche de paz, 3. Súper ratón (J. Leiber -M. Estoller - R. Acosta C.)","Arreglos, dirección y producción: Rafael Acosta Córdova. Otros créditos en contraportada."
1671,Villancicos navideños Vol.2,,Coral Voces blancas,,,LP,Discos Multimusic,DG-282,,México,1988,"Lado A: 1. Los peces en el río, 2. Campana sobre campana, 3. Dime niño, 4. La virgen va caminando, 5. Ay del chiquirritin, 6. Arre borriquito; Lado B: 1. La virgen fue lavandera, 2. Pastores venid, 3. Suena una pandereta, 4. Jesusito de mi vida, 5. Ya viene la vieja, 6. La virgen y San José",
1674,Canciones y juegos infantiles,,Compañía infantil de Televicentro de Armando Torres,,,LP,"RCA Víctor. BMG Bertelsmann de México, S.A de C.V.",6EVEL-02,,México,1989,"LP 1 Lado 1: 1. El chorrito (F. Gabilondo S.), 2. El ropero (F. Gabilondo S.), 3. Fiesta de los zapatos (F. Gabilondo S.), 4. La muñeca fea (F. Gabilondo S.), 5. El burrito (F. Gabilondo S.), 6. Negrito bailarín (F. Gabilondo S.); Lado 2: 1. Di porqué (F. Gabilondo S.), 2. Che Araña (F. Gabilondo S.), 3. La merienda (F. Gabilondo S.), 4. Jorobita (F. Gabilondo S.), 5. La maquinita (F. Gabilondo S.), 6. Los caballitos (F. Gabilondo S.); LP 2 Lado 1: 1. Llueve (F. Gabilondo S.), 2. Caminito de la escuela (F. Gabilondo S.), 3. El teléfono (F. Gabilondo S.), 4. El baile de los muñecos (F. Gabilondo S.), 5. El ropavejero (F. Gabilondo S.), 6. El gato de barrio (F. Gabilondo S.); Lado 2: 1. El perrito (F. Gabilondo S.), 2. La guacamaya (F. Gabilondo S.), 3. Rusiana (F. Gabilondo S.), 4. Mi burrita (F. Gabilondo S.), 5. Vals del rey (F. Gabilondo S.), 6. Canción de las brujitas (F. Gabilondo S.); LP 3 Lado 1: 1. La marcha de las letras (F. Gabilondo S.), 2. Ratón vaquero (F. Gabilondo S.), 3. La patita (F. Gabilondo S.), 4. Cucurumbé (F. Gabilondo S.), 5. Cochinitos dormilones (F. Gabilondo S.), 6. La olla y el comal (F. Gabilondo S.); Lado 2: 1. Marcha de las canicas (F. Gabilondo S.), 2. Tango medroso (F. Gabilondo S.), 3. Bombón I (F. Gabilondo S.), 4. Vals del trompo (F. Gabilondo S.), 5. El fantasma (F. Gabilondo S.), 6. El soldadito cojo (F. Gabilondo S.); LP 4 Lado 1: 1. Los maderos de San Juan ([D. P.]), 2. Al ánimo ([D. P.]), 3. La pastora ([D. P.]), 4. El milano ([D. P.]), 5. ¿A dónde vas Alfonso XII? ([D. P.]), 6. Juan Pirulero ([D. P.]); Lado 2: 1. El barco chiquito ([D. P.]), 2. Juego de vocales, 3. En el agua clara ([D. P.]), 4. El señor don gato ([D. P.]), 5. Los pollitos ([D. P.]), 6. De la una a las dos ([D. P.]); LP 5 Lado 1: 1. El romance del clavel, 2. El juego del calentamiento ([D. P.]), 3. La rana ([D. P.]), 4. Avena, avena ([D. P.]), 5. El Merecumbé, 6. La comadre Chema; Lado 2: 1. El relojito, 2. Los elefantes ([D. P.]), 3. Andándome yo paseando ([Tradicional]), 4. El conejito, 5. El calaverón ([D. P.]), 6. Califoris; LP 6 Lado 1: 1. A la víbora de la mar ([D. P.]), 2. Soy cojo de un pie, 3. Los padres de San Francisco ([D. P.]), 4. Doña Blanca ([D. P.]), 5. El caballito blanco (), 6. La pájara pinta ([D. P.]); Lado 2: 1. San Serafín ([D. P.]), 2. Don Pirulí ([D. P.]), 3. Que llueva, que llueva ([D. P.]), 4. Naranja dulce ([D. P.]), 5. Brinca la tablita ([D. P.]), 6. La paloma azul ([D. P.])","Álbum de seis discos. Dirección y orquesta: Juan S. Garrido. En el disco 3, pista 6 el nombre de la canción es El comal y la olla, se registró tal y como aparece en el fonograma."
